Source,Destination,Weight
zine bel abidine ben ali,FRANCE,3.0
nasir al-ahmad al-sabah,IRAQ,1.0
sandra haddad,JORDAN,1.0
najim harbi,IRAQ,1.0
shaikh jaber,KUWAIT,1.0
chinesedissident liu xiaobo,CHINA,6.0
george d lewisbrackley,EGYPT,1.0
robert fisk,ISRAEL,1.0
arab ataturk,TUNISIA,2.0
kevin nolan,ENGLAND,4.0
thio muheebwa,UNITED ARAB EMIRATES,2.0
ubaid djenaoui,TUNISIA,1.0
james hiderthe,ISRAEL,4.0
dear george,UNITED STATES,1.0
steve evans,SCOTLAND,1.0
razak baginda,MALAYSIA,1.0
william hebner,UNITED STATES,1.0
chris mccluskey,CANADA,2.0
max stier,AFGHANISTAN,1.0
jade north,SYDNEY AUSTRALIA,1.0
qassem dawood,UNITED STATES,1.0
barbara gold,SYRIA,1.0
alhaji baba,NIGERIA,2.0
mark byford,UNITED KINGDOM,2.0
robert herring,UNITED KINGDOM,1.0
john obuh,NEW SOUTH WALES AUSTRALIA,1.0
james harrisonwhen,IRAN ISLAMIC REPUBLIC OF,1.0
muammar al-gaddafi,TUNISIA,3.0
john dillonsection,AUSTRALIA,1.0
thomas mortimer,EGYPT,1.0
ramzi boukhiam,AUSTRALIA,2.0
michael cosgro,UNITED STATES,1.0
shelina begum,TUNISIA,3.0
sayf al-adl,EGYPT,1.0
akiva eldar,PALESTINIAN TERRITORY OCCUPIED,1.0
david cameron andgeorge osborne,FRANCE,4.0
steve fitzsimmons,QUEENSLAND AUSTRALIA,1.0
barack obama inwashington,CHINA,9.0
giacomo galeazzi,EGYPT,1.0
mhairi mckay,SCOTLAND,1.0
alex ferguson,AUSTRALIA,1.0
e.a. erskine,GHANA,1.0
diana barakzai,AFGHANISTAN,1.0
ron chernow,IRAQ,1.0
ben alifamily,TUNISIA,4.0
johnlehman jr.,PENNSYLVANIA USA,1.0
neil kinnock,CHINA,2.0
charlene clark,UNITED KINGDOM,1.0
sadiq ahmetovic,BOSNIA & HERZEGOVINA,1.0
alex cejka,QATAR,1.0
kareem fahim,CAIRO EGYPT,1.0
samira fawzy,EGYPT,1.0
jimi hendrix,UNITED STATES,1.0
sami nefzi,TUNISIA,2.0
kayvan novak,UNITED STATES,1.0
david goldowen,QATAR,1.0
byron cage,CALIFORNIA USA,1.0
dj strizzo,UNITED STATES,1.0
king abdullah of jordan,IRAN ISLAMIC REPUBLIC OF,1.0
rozh nuri shaways,BAGHDAD IRAQ,1.0
horia tecau,AUSTRALIA,1.0
curt williamson,UNITED STATES,1.0
jose maria olazabal,UNITED ARAB EMIRATES,1.0
haroon lorgat,PAKISTAN,2.0
ross cribb,NEW SOUTH WALES AUSTRALIA,1.0
barlionel messi,MADRID SPAIN,1.0
wajdi mechergui,TUNISIA,1.0
tatiana de rosnay,UNITED STATES,2.0
ali zardari,IRAN ISLAMIC REPUBLIC OF,1.0
daniel masamba,AFRICA,1.0
vincent tiewsoon thung,MALAYSIA,1.0
dan eggensection,TUNISIA,1.0
gen masha,JORDAN,1.0
christopher swannsection,UNITED STATES,1.0
reinhard fabisch,UNITED STATES,1.0
hojjat ol-eslam soleymani,IRAQ,1.0
mike sserumagga,BURUNDI,1.0
hiren mohini,CHINA,1.0
musaed neda,QATAR,1.0
cllr meirick davies,RWANDA,1.0
bernard valero,FRANCE,1.0
menzel bouzaiene,TUNISIA,6.0
maggie kigozi,UGANDA,2.0
henri-alex pantall,HONG KONG,1.0
desmond tan,SINGAPORE,1.0
francis ochieng,EGYPT,1.0
sam torrance,EUROPE,1.0
ronald muwenda mutebi,TUNISIA,2.0
bill nighy,LIVERPOOL ENGLAND,2.0
zohra bensemra,TUNISIA,4.0
al naboodah,UNITED STATES,3.0
dionne warwick,MALDIVES,2.0
jamie watson,MELBOURNE AUSTRALIA,1.0
isam ahmedal-bashir,SUDAN,1.0
north koreapyongyang,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,1.0
shane goldmacher,UNITED STATES,1.0
richard klein,BAHRAIN,3.0
michael ignatieffspeaks,EGYPT,1.0
toby young,LONDON ENGLAND,1.0
joseph imeh,GHANA,2.0
stanislas wawrinka,VICTORIA AUSTRALIA,2.0
al jezeera,TURKEY,1.0
taner yildizreferred,VENEZUELA BOLIVARIAN REPUBLIC OF,1.0
che guevara,ITALY,2.0
christopher leake,UNITED KINGDOM,1.0
thomas hardy,UNITED STATES,1.0
ahmad jasim al-shammari,BAGHDAD IRAQ,1.0
adam gyorgy,UNITED STATES,1.0
jimmy michieand marcus campbell,BAHRAIN,1.0
jalal yaqoub,YEMEN,2.0
matthew kemp,MELBOURNE AUSTRALIA,1.0
ahmed bin abdullah al mahmoud,QATAR,4.0
abdul shukur jusoh,SINGAPORE,1.0
john malkovich,AUSTRALIA,1.0
jim karygiannis,EGYPT,2.0
muhamood fathalatheir,EGYPT,2.0
nick edmonds,TUNISIA,2.0
brenda warren,AFGHANISTAN,1.0
ali idir,TUNISIA,1.0
ali akbar tabatabaei,NIGERIA,3.0
kostadin papic,AFRICA,4.0
chris mustin,FALKLAND ISLANDS (MALVINAS),1.0
lynn woolsey,UNITED STATES,1.0
john mcentee,UNITED KINGDOM,1.0
jake wall,AUSTRALIA,1.0
joseph cook,SUDAN,4.0
jungo fujimoto,QATAR,1.0
hamad bin jassem bin jabral-thani,TURKEY,1.0
scottand james,TUNISIA,1.0
sam -rrb- stosur,AUSTRALIA,2.0
antonio guitress,IRAQ,1.0
lawrence freedman,IRAQ,1.0
hillary rodham clinton,EGYPT,48.0
seamus heaney,NORTHERN IRELAND,1.0
arvind ganesan,EGYPT,2.0
rob tannenbaum,IRAQ,1.0
thich quang duc burns,TUNISIA,1.0
ras al-khaimahthe,SINGAPORE,1.0
stephen padden,WALES,4.0
juliette binoche,UNITED KINGDOM,1.0
samit patel,UNITED STATES,1.0
akbar salehi,AUSTRALIA,1.0
michel alaby,BRAZIL,1.0
ahmed abdi godane,KASHMIR,1.0
john tiffany,UNITED STATES,1.0
avram grantwas,IRAQ,2.0
robert servatius,UNITED STATES,2.0
jamaal mossad,EGYPT,2.0
alberto zaccheroni,AUSTRALIA,1.0
demi moore,UNITED STATES,1.0
daniel shepherd,AFGHANISTAN,1.0
jordan henderson,INDIA,1.0
donto james,CANADA,1.0
yves stlaurent,EARTH,1.0
mike copeland,SCOTLAND,2.0
ky hurst,AUSTRALIA,1.0
king abdullah,LEBANON,1.0
arata fujiwara,KENYA,2.0
steve bruce dedicatedsunderland,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,1.0
philip crowley,FRANCE,1.0
bruno mars,LOS ANGELES CA USA,1.0
osman mohammed osman,EGYPT,3.0
mazan al-sadi,IRAQ,4.0
david robsonsection,TUNISIA,2.0
john nagl,UGANDA,1.0
riyad al-ebrahimi,YEMEN,1.0
lindsey bewleysection,MIDDLE EAST,2.0
richard dreyfussand robert shaw,UNITED STATES,2.0
kirsten dunst,IRAQ,2.0
martin adams,TUNISIA,1.0
brian sefania,UNITED ARAB EMIRATES,1.0
keisuke honda,JAPAN,9.0
ryuji imada,UNITED STATES,1.0
haroon bouazzi,TUNISIA,2.0
paul drakeford,AUSTRALIA,1.0
rowan atkinson,AUSTRALIA,1.0
mary forgionefrom,LIBYAN ARAB JAMAHIRIYA,1.0
lazareeloundou assomo,TANZANIA UNITED REPUBLIC OF,2.0
akram chehayeb,LEBANON,1.0
john connor,SCOTLAND,1.0
adrian tink,LONDON ENGLAND,1.0
doron halperin,UNITED STATES,1.0
henry alfordsection,LOUISIANA USA,1.0
abdullah bin zayed al-nahayan,KOREA REPUBLIC OF,1.0
brian bonner,PERU,1.0
libeats kim clijsters,NETHERLANDS,1.0
andy roberts,SCOTLAND,1.0
idi amin dadain,COTE D'IVOIRE,4.0
marco monteverdesection,AUSTRALIA,12.0
helen clark,EGYPT,1.0
shaykh jarrah,JORDAN,1.0
herb keinonsection,MIDDLE EAST,1.0
godfrey walusimbiwaltzed,EGYPT,2.0
bettye lavette,CALIFORNIA USA,1.0
st john william forbes,ISTANBUL TURKEY,2.0
daphne lockyer phillip schofield,UNITED STATES,1.0
zine el abidine ben alihas,EUROPE,1.0
zahra hatami,CANADA,1.0
nadhim al-zahawi,IRAQ,1.0
fahad awad,UZBEKISTAN,1.0
emek refaim,ISRAEL,1.0
richard pirsch,SPAIN,1.0
vania king,ENGLAND,1.0
captain america mcgraw,NORTH CENTRAL CHINA,1.0
brian clark,TAMPA FL USA,1.0
ministerjadranka kosor,KOREA REPUBLIC OF,1.0
sabah ahmad al-jabir al-sabah,EGYPT,1.0
nour el tayeb,MALAYSIA,1.0
laszlo regossanta monica,ISRAEL,1.0
italo bocchino,ITALY,1.0
callum nicoll,DUBAI UNITED ARAB EMIRATES,2.0
gordon brown,SWEDEN,1.0
joachim loew,GERMANY,1.0
paul kelsosection,PAKISTAN,1.0
edward santow,TUNISIA,1.0
mostafa al-marsafawi,EGYPT,1.0
becca heller,IRAQ,1.0
yusra ghannouchi,TUNISIA,1.0
leighton baines everton,BAVARIA GERMANY,2.0
david miliband,MOROCCO,1.0
kamelben salah,TUNISIA,2.0
manuel miguel,ETHIOPIA,1.0
robert stack,EUROPE,1.0
mandy smithberger,UNITED STATES,2.0
david duckham,GERMANY,1.0
hayden paddon,UNITED ARAB EMIRATES,1.0
slobodan milosevicand saddam hussein,KUWAIT,3.0
linda mcgroryit,EGYPT,2.0
john robb,SUDAN,2.0
alberto contador,UNITED STATES,2.0
martin adams,EGYPT,2.0
ijaz butt,PAKISTAN,1.0
luke wilkshireposition,INDIA,1.0
john neilson,INDIA,2.0
scuderia toro rosso,GERMANY,1.0
luke gibleon,TURKEY,1.0
owoye azazi,EGYPT,2.0
graham boynton,WALES,1.0
howard hewettin,CALIFORNIA USA,1.0
will cameron,UNITED KINGDOM,1.0
jean monnet,EUROPE,1.0
luiz inacio lula da silva,BRAZIL,1.0
walid al-mu,IRAQ,1.0
king mohammed vi,MOROCCO,3.0
eva o'malley,DUBAI UNITED ARAB EMIRATES,1.0
yaakov katz,ISRAEL,2.0
eduardo molinari,BAHRAIN,1.0
meron reuben,ISRAEL,1.0
subra el-kheima,UNITED STATES,1.0
gemma gray,TURKEY,1.0
youssef laaraj,LIBYAN ARAB JAMAHIRIYA,1.0
david armand,UNITED ARAB EMIRATES,1.0
tunisianpoet abul qassem al-shabi,EGYPT,1.0
fabio cesardrove,JAPAN,1.0
rabi tarraf,IRAQ,1.0
ken grandison,UNITED KINGDOM,1.0
augusto sasso,EUROPE,1.0
sami al-buhairi,TUNISIA,1.0
alan bevan,SCOTLAND,1.0
walid elkhafer,EGYPT,1.0
ouled darraj,ALGERIA,1.0
dalia nammari,PALESTINIAN TERRITORY OCCUPIED,1.0
lance corporal tom keys,UNITED STATES,3.0
gilbert batungi,RWANDA,1.0
yorkshireman james willstrop11-4,EGYPT,1.0
adrian de villiers,ZIMBABWE,3.0
dane wozniacki,CANADA,1.0
walusimbi abandon chan,AFRICA,1.0
florian kaijage,TANZANIA UNITED REPUBLIC OF,1.0
pat rafter arena,AUSTRALIA,4.0
zine el abedine ben ali,AFRICA,11.0
nikolay davydenkoin,MELBOURNE AUSTRALIA,6.0
frederic lenclud,UNITED ARAB EMIRATES,1.0
mohammed abubakar,PAKISTAN,1.0
shaun white,CANADA,1.0
al jezeera,ISRAEL,5.0
richard gasquetage,AUSTRALIA,2.0
andrew green,UNITED STATES,1.0
thomas potts,AFGHANISTAN,1.0
marcus tullius cicero,EGYPT,2.0
hamad bin khalifa al thani,TUNISIA,2.0
david germano,UNITED STATES,1.0
denis mcdonough,EGYPT,1.0
emmanuel edeh,NIGERIA,1.0
daniel jadue,NEW SOUTH WALES AUSTRALIA,1.0
toomas hendrik ilves thursdayappointed,ESTONIA,2.0
jose padilla,YEMEN,1.0
javier puyol pinuela,SPAIN,1.0
black catsboss,UNITED ARAB EMIRATES,1.0
john entelis,TUNISIA,2.0
nicola fattoush,UNITED STATES,2.0
ahmed abu moussa,PALESTINIAN TERRITORY OCCUPIED,1.0
ted williamsand mickey mantle,UNITED STATES,1.0
ki sung-yueng,GERMANY,1.0
roberta deangelis,UNITED STATES,1.0
romina oprandi,INDIA,1.0
shaykh asrar rashid,UNITED KINGDOM,2.0
david reich,LONDON ENGLAND,1.0
farouk batiche,TUNISIA,1.0
sebastian vittel,INDIA,1.0
nick tarratt,UNITED STATES,2.0
colin montgomerie jose maria olazabal,ABU DHABI UNITED ARAB EMIRATES,13.0
sean lock,UNITED KINGDOM,2.0
ofwarren hawkins,LONDON ENGLAND,1.0
andrew tabler,SYRIA,1.0
lamya asi,EGYPT,4.0
grace mugabe,TUNISIA,1.0
mary mcgowan davis,ISRAEL,1.0
bill draper,UNITED STATES,1.0
martin chulov,KUWAIT,1.0
frank bruni,UNITED STATES,1.0
bhadreh gohil,NIGERIA,1.0
mohammad rahimov,SYRIA,1.0
gail sheridan,AFGHANISTAN,1.0
paul di resta,UNITED STATES,1.0
al maha,KOREA REPUBLIC OF,1.0
datin paduka,MALAYSIA,1.0
jerry orbach,UNITED STATES,1.0
shaykh nasir al-muhammad al-ahmadal-sabah,KUWAIT,1.0
arthur wornum,ISRAEL,1.0
sara kruzan,UNITED STATES,2.0
maurice rioli,AUSTRALIA,1.0
john lewis food hall,CENTRAL EUROPE,1.0
martin kelly,TUCSON AZ USA,1.0
robert garrigus,HAWAII USA,2.0
rafael benitez,MADRID SPAIN,1.0
abdullah bin mishabib al-ajhar,SAUDI ARABIA,1.0
andy bromley,IRAQ,1.0
craven cottage,ENGLAND,4.0
chris neill,LIVERPOOL ENGLAND,1.0
betsy mclane,UNITED STATES,1.0
sa'eb erekat,ISRAEL,1.0
dan crawthorne,JAPAN,1.0
maybealastair campbell,UNITED KINGDOM,2.0
richard gasquetage,INDIA,1.0
lleyton hewitt,ENGLAND,1.0
pilot rao qamar sulaiman,PAKISTAN,1.0
ban ki moon,ALGERIA,1.0
martin chuzzlewit,IRAQ,1.0
zin el abidin ben ali,IRELAND,1.0
fouad ajamiof,TUNISIA,1.0
ellen mccarthysection,CALIFORNIA USA,1.0
joshua mitnick,ISRAEL,4.0
david shoebridge greens,AUSTRALIA,2.0
abu dhabiwith rafael nadal,BANGLADESH,1.0
george brunton,FALKLAND ISLANDS (MALVINAS),1.0
yasser abdo yahya al-yamani,YEMEN,1.0
pat johnson,UNITED STATES,1.0
gayle king,PENNSYLVANIA USA,1.0
walter natynczyk,CANADA,1.0
tom corbett,UNITED KINGDOM,1.0
namatullah hafizi,AFGHANISTAN,4.0
george ` best,UNITED STATES,8.0
iceland olafur ragnargrimsson,PAKISTAN,1.0
mayweather jr.,AUSTRALIA,1.0
cha du ri,KOREA REPUBLIC OF,3.0
hamad bin khalifa al thani,YEMEN,1.0
hood kaweesa,SWAZILAND,2.0
elizabeth gordon,AUSTRALIA,1.0
abdulla marzooq,AUSTRALIA,1.0
thierry burkhard,NIGER,1.0
nuri kamal al-maliki,IRAQ,7.0
habib toumi,QATAR,1.0
john abrahams,AUSTRALIA,1.0
said sadib,ALGERIA,1.0
leslie kemeny,AUSTRALIA,1.0
will tamir pardo,PALESTINIAN TERRITORY OCCUPIED,2.0
nicholas hytner,SPAIN,1.0
adrian korsnerlondon,ISRAEL,1.0
gregory bourdy,BAHRAIN,1.0
arsene wenger,GUATEMALA,1.0
radek stepanek,FRANCE,1.0
manmohan singh,QATAR,1.0
mohamed ali harrath,TUNISIA,1.0
stanley reed,UNITED STATES,1.0
murithi mutiga,KENYA,1.0
greg jeloudev,UNITED ARAB EMIRATES,1.0
imam ali bin abi-talib,UNITED STATES,2.0
nimr hammad,PALESTINIAN TERRITORY OCCUPIED,1.0
sharifah hapsah syed hasan shahabudin,MALAYSIA,1.0
roken abadi,IRAN ISLAMIC REPUBLIC OF,1.0
duncan smith,TAMPA FL USA,1.0
abdullah ibn abd-al-aziz al saud,UNITED STATES,3.0
laura nordaof dubai,NORTHERN TERRITORY AUSTRALIA,1.0
john kelly,DUBAI UNITED ARAB EMIRATES,1.0
noha tarek,EGYPT,1.0
golden shaheen,UNITED ARAB EMIRATES,1.0
tami naveh,SYRIA,1.0
will hosni mubarak,EGYPT,1.0
rodolph adada,SUDAN,2.0
cameron jerome,MONACO,1.0
friar pierbattista pizzaballa,ISRAEL,1.0
gerry murphy,UNITED KINGDOM,1.0
asmae leghzaoui,KENYA,2.0
simon armitage,EASTERN AFRICA,1.0
ray allen,NEW ZEALAND,1.0
jorvan vieira,IRAQ,2.0
jake gyllenhaal,IRAQ,1.0
scott mcdonaldseconds,AUSTRALIA,1.0
ayman al-zawahiri,PAKISTAN,1.0
andy coulsonresignsvideo tony blair,IRAQ,110.0
michael a.,UNITED STATES,2.0
simon giles,IRAQ,2.0
steven mangongo,DUBAI UNITED ARAB EMIRATES,2.0
mark landler,UNITED ARAB EMIRATES,1.0
sadeq mahsuli,IRAQ,1.0
swisswhistleblower rudolf elmer,KOREA REPUBLIC OF,1.0
muhammad abd-al-basir,EGYPT,1.0
james braxton,FRANCE,2.0
rafia abduljabar noshi,IRAQ,1.0
maulana abul kalam azad,EGYPT,1.0
ali shilah,IRAQ,2.0
top scot paul lawrie,RUSSIAN FEDERATION,1.0
ben broster,LONDON ENGLAND,1.0
hassan abbas,KASHMIR,1.0
richard shaw,VICTORIA AUSTRALIA,1.0
adeline lim,SINGAPORE,1.0
bin hammamtold,QATAR,1.0
pierre saad,EGYPT,1.0
cranesgoalkeeper hamza muwonge,AFRICA,2.0
jen simpson,LONDON ENGLAND,1.0
joseph papp,UNITED STATES,1.0
bob shennan,LONDON ENGLAND,1.0
bernard law montgomery,BEIRUT LEBANON,1.0
jardin majorelle,EARTH,1.0
gareth bale,AUSTRALIA,3.0
mhd shukri ibrahim,MALAYSIA,1.0
frederick catherwood,SCOTLAND,1.0
aaron porter,LONDON ENGLAND,2.0
anmar khafaji,UNITED STATES,1.0
misbah ul-haq,NEW ZEALAND,1.0
alex sinicyn,NETHERLANDS,7.0
bila mohammad abed al-qador,PALESTINIAN TERRITORY OCCUPIED,1.0
keith parry fairwater,AFGHANISTAN,1.0
mark schwarzerdreamed,JAPAN,1.0
mahmud abbas,QATAR,1.0
allen ginsberg,SUDAN,1.0
elliot cowan,DUBAI UNITED ARAB EMIRATES,1.0
fathi khalil,EGYPT,1.0
baroness ashton ofupholland,ISRAEL,2.0
kim beazley,CHINA,1.0
justin modray,EUROPE,1.0
khalid shwani,IRAQ,1.0
richard morgan,IRAQ,1.0
gerard houllier,LIVERPOOL ENGLAND,2.0
nick owenssection,SAUDI ARABIA,2.0
edwardwalker jr.,EGYPT,1.0
muammar al-gaddafi,HAITI,2.0
cindy shiner,IRAQ,1.0
steven chase,CANADA,1.0
juma khan,AFGHANISTAN,1.0
niall mcginn,RUSSIAN FEDERATION,1.0
yousef ibn ibrahim al-bassam,SAUDI ARABIA,2.0
newton terer,KENYA,4.0
/person vettel,NORTH AMERICA,1.0
bennett jones,CANADA,3.0
s.v. lavrov,EGYPT,1.0
yannick noah,QATAR,4.0
david ben gurion,ISRAEL,11.0
maggie lennox,AUSTRALIA,1.0
makhaya ntini,NEW ZEALAND,2.0
councillornajib jibril,EGYPT,1.0
duler al-hassan,IRAQ,1.0
priscilla ferreira,UNITED ARAB EMIRATES,2.0
cynthia rigby,TUNISIA,11.0
eric dusingizimana,AFRICA,1.0
nasir uddin,QATAR,1.0
yuda mugaluto,AFRICA,2.0
alex salmond,GLASGOW SCOTLAND,1.0
ulugbek bakaev,UZBEKISTAN,4.0
saeed bin hamdan al nahyan,PAKISTAN,1.0
valentino rossi,MALAYSIA,1.0
james blake,UNITED STATES,1.0
hattie carawayfrom arkansas,UNITED STATES,1.0
alex norton,SCOTLAND,1.0
ricardas berankis,INDIA,1.0
galwaydear cecilia,UNITED ARAB EMIRATES,1.0
mahmud abbasand jordanian king abdallah,LEBANON,2.0
aviv kokhavi,IRAN ISLAMIC REPUBLIC OF,1.0
ashish kumar sen the,TUNISIA,1.0
ahmed amin benjelloun touimi,MOROCCO,2.0
ben tyrrell,HONG KONG,1.0
valentina cortese,ITALY,2.0
rory sheehan,HUNGARY,1.0
eric cantor ofvirginia,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,1.0
doug liman,NIGER,1.0
charlie henry wood,AFGHANISTAN,1.0
michael robinson chavez,EGYPT,1.0
mahmoud bendakir,IRAQ,1.0
kade klippenstein,UNITED STATES,1.0
wolfgang sidka,KOREA REPUBLIC OF,1.0
achmad saad,EGYPT,1.0
jim osborne newcastle,IRAQ,2.0
david robertson,SCOTLAND,1.0
thomas keller,GERMANY,1.0
marco monteverde,IRAQ,4.0
clarke lutton,SCOTLAND,1.0
vanessa feltz,LONDON ENGLAND,1.0
steven bengo,AFRICA,2.0
alison couper,LONDON ENGLAND,1.0
david craiksection,UNITED STATES,2.0
paul annacone,VICTORIA AUSTRALIA,2.0
peter rees,TUCSON AZ USA,1.0
mark mellett,IRELAND,1.0
anwar al awlaki,UNITED STATES,7.0
kara rowland,UNITED STATES,2.0
andy carroll,NEW ZEALAND,1.0
steven lee myers,UNITED STATES,2.0
farai munesti,ZIMBABWE,1.0
lyn cassady,LONDON ENGLAND,1.0
muhammad abdelmunmin,EGYPT,1.0
karl-theodor zu guttenberg,GERMANY,1.0
bernard madoff,UNITED STATES,1.0
james bradyearly,UNITED STATES,1.0
ioana visan,ITALY,2.0
vladimir lenin,UNITED KINGDOM,3.0
pankaj oswal,SINGAPORE,1.0
adam lebor,TUNISIA,2.0
abby brownbackwhen,IRAQ,1.0
chinesedissident liu xiaobo,VENEZUELA BOLIVARIAN REPUBLIC OF,1.0
jackson diehl,ISRAEL,1.0
bernard kouchner,ISRAEL,1.0
andres torres,UNITED ARAB EMIRATES,1.0
justin vaughan,NEW ZEALAND,1.0
sami ben gharbia,EGYPT,1.0
mary florence nannyondo,UGANDA,2.0
chris sugden,ASIA,2.0
pres hosni mubarak,TUNISIA,67.0
derek jarman,FRANCE,1.0
shirwa ahmed,KASHMIR,1.0
j derksen,BAHRAIN,2.0
rao qamar suleman,SAUDI ARABIA,1.0
khaled mashaal,ASIA,1.0
susan connelly,AUSTRALIA,1.0
al jezeera,EGYPT,41.0
criticssuggest quora,BRAZIL,1.0
carl valeriand mile jedinak,IRAQ,7.0
madsen pirie,MALDIVES,1.0
mahendra singh dhoni,INDIA,1.0
zahra bahrami,IRAN ISLAMIC REPUBLIC OF,1.0
michelle wohlers,UNITED STATES,1.0
john murray,MEDITERRANEAN,1.0
anthony kimuli,BAHRAIN,1.0
richard young,UNITED STATES,1.0
kevin phillips,SCOTLAND,1.0
kim sang-hyup,KOREA REPUBLIC OF,1.0
gary dugan,ASIA,1.0
debra vanalstyne,UNITED STATES,1.0
philippe chalmin,AUSTRALIA,1.0
larry summers,EGYPT,1.0
yaakov katz,LEBANON,2.0
randy lerner,ISRAEL,2.0
hojjat ol-eslam asghari,LEBANON,1.0
alfred hitchcock,SYDNEY AUSTRALIA,1.0
james corrigansection,EUROPE,1.0
hugh grant,UNITED KINGDOM,1.0
muhd nur aiman,KOREA REPUBLIC OF,1.0
jude c lestin,POLAND,1.0
danny green,ISRAEL,1.0
jimmy carter,YEMEN,1.0
andrew hammond,TUNISIA,4.0
abdul rashid,CHRISTMAS ISLAND,2.0
mike gascoyne,MALAYSIA,1.0
martin hansen,KOREA REPUBLIC OF,1.0
sateh noureddine,LEBANON,1.0
gilles simon,MASSACHUSETTS USA,1.0
abraham lincoln,EGYPT,1.0
ben roberts-smith,QUEENSLAND AUSTRALIA,1.0
scott fitzgerald,LONDON ENGLAND,4.0
marion jones,AUSTRALIA,2.0
riyad al-maliki,PALESTINIAN TERRITORY OCCUPIED,7.0
jamie simpson,SCOTLAND,1.0
scott halleran,ABU DHABI UNITED ARAB EMIRATES,1.0
joseph sepp blatter,PAKISTAN,1.0
margaret thatcheran,ENGLAND,1.0
leila trabelsi,TUNISIA,1.0
philip seymour hoffman,BAGHDAD IRAQ,1.0
peter l bergen,UNITED STATES,4.0
manuel miguel,COTE D'IVOIRE,1.0
aung san suu kyi,UNITED STATES,1.0
michael vaughan,PERTH AUSTRALIA,1.0
pete cowen,UNITED STATES,1.0
lindsey vonn,AUSTRALIA,1.0
mamdouh mikheil,EGYPT,1.0
kevin chamberlin,UNITED STATES,1.0
michael lynchsection,IRAQ,6.0
rafael behr,UNITED KINGDOM,1.0
arnaud clement,INDIA,1.0
ruben delgado,TAMPA FL USA,1.0
steve morgansection,DUBAI UNITED ARAB EMIRATES,1.0
justin lee collins,KENYA,1.0
david attoub,AUSTRALIA,1.0
younis mahmoud,KOREA REPUBLIC OF,1.0
daniel traum,IRAQ,1.0
klaus schwab,INDIA,4.0
michael o'connor,UNITED ARAB EMIRATES,1.0
david cameron andgeorge osborne,EGYPT,76.0
james elworth,NORTH AMERICA,1.0
udi horev,BRAZIL,1.0
harvill secker,FRANCE,1.0
benignoc. aquino iii,UNITED STATES,1.0
panmure gordon,IRAQ,1.0
zahir shah,AFGHANISTAN,1.0
selina scott,ANTARCTICA,1.0
john ferrari,AFGHANISTAN,1.0
francesca ecsery,INDONESIA,2.0
james waltonsection,AFGHANISTAN,1.0
blue mendesert,SAHARA DESERT,1.0
john roll,MEXICO,1.0
bakari kombo,AFRICA,2.0
tiger woods,BEIRUT LEBANON,1.0
kate rigby,JORDAN,1.0
stefan f,EUROPEAN UNION MEMBER STATES,1.0
marwan jamli,TUNISIA,1.0
matiullah khan,AFGHANISTAN,1.0
howard dean,TUCSON AZ USA,1.0
lawrence faggof charles stanley,UNITED STATES,1.0
jamil abu-bakir,JORDAN,1.0
rod laver arena,AUSTRALIA,42.0
lior mizrahi,ISRAEL,2.0
jos maria aznar,ISRAEL,1.0
mary camilleri,NEW SOUTH WALES AUSTRALIA,1.0
mohamedbin hammam,QATAR,1.0
simon pegg,IRAQ,6.0
eric asimov,UNITED STATES,1.0
allan levi,ISRAEL,1.0
muhammad sabah al-salim al-sabah,TUNISIA,1.0
nabih birriand,TURKEY,1.0
george papandreou,EUROPE,1.0
michael biggs,EGYPT,1.0
john follett,UNITED STATES,1.0
phil cummins,BANGLADESH,1.0
bernie mcguire.,UNITED STATES,2.0
marcos daniel,UNITED STATES,2.0
marshall wittmann,NORTH DAKOTA USA,1.0
helmut fluhrer,UNITED ARAB EMIRATES,2.0
muhammad naji,EGYPT,2.0
harold de'ath,LONDON ENGLAND,1.0
wajdi mouawad,LEBANON,1.0
anne mariel peters,EGYPT,2.0
usamah al-nujayfi,IRAQ,17.0
janis jurkans,BELARUS,1.0
abraham rabinovich,EGYPT,1.0
paula horne,PORTUGAL,1.0
bulent arinc,YEMEN,3.0
muhammad ghannouchi,SAUDI ARABIA,1.0
joe cocker,UNITED STATES,3.0
jack kingston,SAUDI ARABIA,2.0
sol plaatjie,SOUTH AFRICA,1.0
liverpoolmanager kenny dalglish,SYDNEY AUSTRALIA,3.0
canadiandirector denis villeneuve,QUEBEC CANADA,2.0
seiji maeharaspoke,JAPAN,2.0
andres walliser,SPAIN,1.0
grace macdonald,VICTORIA AUSTRALIA,1.0
chet gerstenbluthplainviewafter,UNITED STATES,1.0
nasir judahthe,MIDDLE EAST,1.0
wali babar,SYRIA,2.0
jamil abu baker,PALESTINIAN TERRITORY OCCUPIED,1.0
alhaji bashiru umaru,NIGERIA,2.0
rainer bruderle,EGYPT,1.0
hamad al montashari,JAPAN,1.0
sarah tagof,SUDAN,2.0
barlionel messi,BANGLADESH,1.0
paul subrata,INDIA,1.0
michel sulayman,TANZANIA UNITED REPUBLIC OF,1.0
abdullah al-sharbatli,DUBAI UNITED ARAB EMIRATES,1.0
riki flutey,WALES,1.0
tombong saidy,GAMBIA,2.0
hafid souali,ALGERIA,1.0
